"Description_1";"Description_2";"id"
"Elephant's Kick";" gin, Grand Marnier, orange juice, Curaçao, rum";4228.0
"Elephant's Tail";" London dry gin, lime wheel, cherry brandy, grenadine";4229.0
"Embassy Jubilee";" Lillet Blanc, London dry gin, Benedictine, orange wheel";4230.0
"Emerald, The";" London dry gin, Curaçao, lemon juice";4231.0
"Empire Glory";" Canadian Club, lemon juice, ginger wine, grenadine";4232.0
"Esmerald";" sweet vermouth, whisky or Irish whiskey, orange bitters";4233.0
"Eye-opener";" rum, egg yolk, sugar, crème de noyeau, Curaçao, absinthe";4234.0
"Fair And Warmer";" rum, sweet vermouth, Curaçao";4235.0
"Fairy Belle";" London dry gin, apricot flavored brandy, egg white, grenadine";4236.0
"Fallen Angel";" London dry gin, lemon wheel or lime wheel, crème de menthe, Angostura bitters";4237.0
"Fernet";" whisky or Cognac or brandy or rye whiskey, Fernet Branca, gomme syrup or sugar, Angostura bitters";4238.0
"Fioupe";" sweet vermouth, brandy, Benedictine";4239.0
"Firbeck";" Noilly Prat, London dry gin, lemon juice, gomme syrup, Curaçao";4240.0
"Five-fifteen";" cream, sweet vermouth, Curaçao";4241.0
"Floating Power";" Curaçao, lemon juice, gin, rum";4242.0
"Flora's 0wn";" dry vermouth, gin, Drambuie";4243.0
"Flu";" Canadian Club, lemon juice, ginger-flavored brandy liqueur, rock candy syrup, Jamaica Ginger";4244.0
"Flying";" Champagne, Cointreau, gin, lemon juice";4245.0
"Flying Barman";" London dry gin, Aurum, orange juice, Curaçao, Cointreau";4246.0
"Forbidden Fruit";" crème de menthe, London dry gin, Forbidden Fruit";4247.0
"Frascati's Jubilee Flip";" rum, Grand Marnier";4248.0
"French Kick";" gin, kirsch, sweet vermouth, whole strawberry or strawberry-flavored liqueur";4249.0
"Furore";" Aurum, brandy, Lillet Blanc, orange juice";4250.0
"Futurity";" sweet vermouth, sloe gin, Angostura bitters";4251.0
"Gargoyle";" passion fruit nectar, Booth's High and Dry or gin, vodka";4252.0
"Gay Divorce";" Lillet Blanc, Curaçao or gin";4253.0
"Georgia";" lemon juice, gin, Strega, gomme syrup";4254.0
"Get Together";" orange-flavored gin, dry vermouth or Noilly Prat, orange juice, absinthe";4255.0
"Gift Of The Gods";" gin, dry vermouth, Forbidden Fruit";4256.0
"Gimlet";" gin, lime juice or liqueur";4257.0
"Gin";" gin, orange bitters or Cointreau";4258.0
"Gin And Cape";" London dry gin, Caperitif";4259.0
"Ginaurum";" London dry gin, Aurum, lemon wheel, grenadine";4260.0
"Gin Blind";" gin, Curaçao, orange bitters, brandy";4261.0
"Gin Ski";" lemon juice, gin, sugar, strawberry syrup, gomme syrup";4262.0
"Gin, Sour";" gin, orange wheel, lemon juice, gomme syrup";4263.0
"Girl Pat";" Canadian Club, Forbidden Fruit, lemon juice, Angostura bitters";4264.0
"Glad Eye";" absinthe, peppermint schnapps";4265.0
"Gloom Chaser";" Curaçao, Grand Marnier, grenadine, lemon juice";4266.0
"Gloria";" slice of banana, crème de banane, Champagne";4267.0
"Gloucester, The";" King George IV Whisky, orange juice, Drambuie";4268.0
"Gloucester Glory";" orange juice, lemon juice, lemon-flavored gin, dry vermouth, apricot flavored brandy, brandy";4269.0
"Godfrey's Corpse Reviver";" gin, vodka, Angostura bitters, grenadine";4270.0
"Godfrey No. One";" kirsch, lemon juice, grenadine, orange bitters, Angostura bitters";4271.0
"Golden Dawn";" gin, Calvados, apricot flavored brandy, orange juice";4272.0
"Golden Gleam";" Grand Marnier, brandy, lemon juice";4273.0
"Golden Heath";" cocktail Sherry, rum, Drambuie";4274.0
"Golden Lady";" brandy, Curaçao, orange juice";4275.0
"Golden Pine";" gin, Grand Marnier, pineapple juice";4276.0
"Golfer's Special";" gin, cherry brandy, lemon juice, Lillet Blanc, orange bitters";4277.0
"Goody-goody";" gin, Dubonnet, Yellow Chartreuse, lemon juice";4278.0
"Good Fellow";" Bourbon, sweet vermouth, Calisaya bitters, Angostura bitters";4279.0
"Govina";" gin, vodka, orange juice, pineapple slice or syrup";4280.0
"Grand Brandy";" brandy, Grand Marnier, Lillet Blanc";4281.0
"Grand Duchess";" vodka, Jamaican rum, lemon juice, grenadine, bitters";4282.0
"Grand Martini";" London dry gin, sweet vermouth, dry vermouth, apricot flavored brandy, kirsch, peppermint schnapps";4283.0
"Grand Slam";" Swedish Punch/Punsch, sweet vermouth, dry vermouth";4284.0
"Grand Stand";" brandy, maraschino liqueur, London dry gin, lime juice";4285.0
"Grapefruit";" grapefruit juice, gin";4286.0
"Grape Vine, The";" gin, lemon juice, grape juice, grenadine";4287.0
"Greenbriar";" cocktail Sherry, dry vermouth, sprig of mint, peach bitters";4288.0
"Green Devil";" lemon juice, gin, Curaçao";4289.0
"Green Dragon";" London dry gin, crème de menthe, kummel, lemon juice, peach bitters";4290.0
"Green Fizz";" London dry gin, lemon juice, crème de menthe";4291.0
"Greenfly";" London dry gin, green Chartreuse, lemon juice, gomme syrup or sugar";4292.0
"Green Ghost";" gin, green Chartreuse, lime juice";4293.0
"Green Howard, The";" Lillet Blanc, gin, Curaçao, lemon juice";4294.0
"Green Lady";" vodka, liqueur, lemon juice";4295.0
"Green Line";" gin, orange juice, dry vermouth, Swedish Punch/Punsch";4296.0
"Green Park";" vodka or rye whiskey, gin, grapefruit juice, Cointreau";4297.0
"Green Room";" dry vermouth, brandy, Curaçao";4298.0
"Grenadier (original Recipe)";" ginger wine, brandy, grenadine";4299.0
"Greyhound Club";" dry vermouth, Grand Marnier, Cognac or brandy, orange bitters";4300.0
"Grunland";" vodka, kummel, lemon juice, peppermint schnapps, absinthe";4301.0
"Guards";" London dry gin, sweet vermouth, Curaçao";4302.0
"Guadalquivir";" anisette or absinthe, sweet vermouth, dry vermouth";4303.0
"Happy Days";" London dry gin, Lillet Blanc, Van der Hum, lemon juice, peach bitters";4304.0
"Happy Daze";" rum, Lillet Blanc, Swedish Punch/Punsch";4305.0
"Hart";" sweet vermouth, Dubonnet, gin";4306.0
"Harvard";" sweet vermouth, brandy, Angostura bitters, syrup";4307.0
"Havana";" apricot flavored brandy, Swedish Punch/Punsch, London dry gin, lemon juice";4308.0
"Heddon";" crème de noyeau, Curaçao, Lillet Blanc, vodka, lemon juice";4309.0
"Hell's Fire";" gin, lemon juice, Forbidden Fruit, grenadine, maraschino liqueur";4310.0
"Hesitation";" Swedish Punch/Punsch, Canadian Club, lemon juice";4311.0
"H. S. Special";" gin, dry vermouth, sweet vermouth, Swedish Punch/Punsch";4312.0
"Hibernian Special";" Curaçao, Cointreau, London dry gin, lemon juice";4313.0
"High Kick";" whisky, dry vermouth, kummel";4314.0
"Hoar-frost";" lemon juice, Cointreau, London dry gin, grenadine, Jamaican rum";4315.0
"Hobo, The";" Canadian Club, Lillet Blanc, cherry or whisky";4316.0
"Holed-in-one";" London dry gin, Aurum, Grand Marnier";4317.0
"Holland Gin";" syrup, Angostura bitters or Peychaud bitters";4318.0
"Hoop La";" brandy, Cointreau, Lillet Blanc, lemon juice";4319.0
"Hoots Mon";" Scotch whisky, sweet vermouth, Lillet Blanc";4320.0
"Hop Toad";" apricot flavored brandy, lemon juice";4321.0
"Hot Deck";" Canadian Club, sweet vermouth, Jamaica Ginger";4322.0
"Hotel Angleterre Special";" Canadian Club, sweet vermouth, dry vermouth";4323.0
"Hot Night";" rum, gin, Curaçao, orange juice";4324.0
"Hot Spring";" whisky or rye whiskey, Curaçao, Pricota, lemon juice";4325.0
"Houla-houla";" London dry gin, orange juice, Curaçao";4326.0
"How Zat";" orange juice, Calvados, rum, Angostura bitters";4327.0
"Humbug";" Bourbon, dry vermouth, Van der Hum, lemon juice";4328.0
"Hunter";" whisky or rye whiskey, cherry brandy";4329.0
"Huntress";" ice, ice, Cordial Medoc, orange juice, vodka";4330.0
"Inca";" sweet vermouth, dry vermouth, cocktail Sherry, gin, orange bitters, orgeat";4331.0
"Incognito";" Lillet Blanc, Courvoisier or brandy, apricot flavored brandy, Peychaud bitters";4332.0
"Inien";" pineapple juice, gin, Calvados, apricot flavored brandy";4333.0
"Ink Street";" Canadian Club, lemon juice, orange juice";4334.0
"Inky's Special";" lime juice, gin, kummel, anisette";4335.0
"Inspiration";" Grand Marnier, Calvados, dry vermouth, London dry gin";4336.0
"Irish";" whisky or Irish whiskey, Curaçao, absinthe, Angostura bitters, maraschino liqueur";4337.0
"Isabella";" crème de cassis, grenadine";4338.0
"Italian";" sweet vermouth, Fernet Branca, grenadine";4339.0
"Ivy";" lemon juice, Curaçao, dry vermouth, apple gin, Grand Marnier, London dry gin";4340.0
"Jack Kearn's";" London dry gin, rum, syrup, lemon juice";4341.0
"Jack Rose";" applejack or Calvados, lemon wheel or lime wheel, grenadine";4342.0
"Jack's Jubilee";" gin, goldwasser or water, Aurum, Grand Marnier, orange bitters";4343.0
"Jaeger";" cocktail Sherry, vodka, Grand Marnier, orange bitters";4344.0
"Jalisco";" Tequila, orange juice, grenadine or syrup";4345.0
"Japanese";" brandy, orgeat, lemon wheel, Boker's bitters";4346.0
"Jax";" Bourbon, Pash, crème de cassis";4347.0
"J. B.'s";" ginger-flavored brandy liqueur, dry vermouth, ginger wine, orange bitters, Curaçao";4348.0
"Jean's Dream";" Dagger Rum, lemon juice, pineapple juice";4349.0
"Jinx";" applejack or Calvados, Gordon's Gin, passion fruit nectar, Angostura bitters";4350.0
"Jockey";" orange juice, Drambuie, kirsch, Bourbon, grenadine";4351.0
"Jockey Club";" London dry gin, lemon juice, crème de noyeau, Angostura bitters, orange bitters";4352.0
"Jock Macdonald";" lemon juice, Lillet Blanc, whisky or rye whiskey, apricot flavored brandy";4353.0
"John Mcclintock";" lemon juice, Curaçao, gin, grenadine, rum";4354.0
"Johnnie Mack";" sloe gin, Curaçao, absinthe";4355.0
"John's Special Pick-me-up";" brandy, Curaçao, absinthe";4356.0
"Jolly Pilot";" gin, brandy, Cointreau, cocktail Sherry, Angostura bitters";4357.0
"Journalist";" London dry gin, sweet vermouth, dry vermouth, Curaçao, lemon juice, Angostura bitters";4358.0
"Jo's Special";" Noilly Prat or sweet vermouth, sloe gin, London dry gin, Curaçao, lemon juice";4359.0
"Jubilee Hermitage";" gin, fruit garnish or fresh grape, Grand Marnier, kirsch";4360.0
"Jubilant";" London dry gin, Benedictine, orange juice, lemon juice";4361.0
"Jubilation";" Curaçao, lemon juice, rum";4362.0
"Jubilee Ideal";" Bourbon, sweet vermouth, dry vermouth";4363.0
"Jubilee Joy";" Bourbon, Grand Marnier, lemon juice";4364.0
"Jubilee Monday";" gin, dry vermouth, pineapple juice, Curaçao";4365.0
"Jubilee Rhapsody";" gin, water, Curaçao, lemon juice";4366.0
"Jubileesha";" gin, Lillet Blanc, orange bitters";4367.0
"Jubilee Special";" rum, apricot flavored brandy, Curaçao, lemon juice";4368.0
"Jubiliana";" dry vermouth, gin, Aurum, Calvados, rum";4369.0
"K.C.B.";" London dry gin, kirsch, lemon juice, apricot flavored brandy";4370.0
"Keep Smiling";" gin, Curaçao, pineapple juice, kummel";4371.0
"Kelvingrove";" Drambuie, Lillet Blanc, orange juice, parfait amour";4372.0
"Kentucky Colonel";" Bourbon, Benedictine";4373.0
"Kicker";" rum, Calvados, sweet vermouth";4374.0
"Kick In The Pants";" rum, Forbidden Fruit, lime juice, Angostura bitters";4375.0
"Kill Or Cure";" sweet vermouth, Fernet Branca";4376.0
"Kilmarnock Johnnie";" Johnnie Walker, orange juice, Lillet Blanc, Cointreau";4377.0
"King Cole";" Canadian Club or rye whiskey, syrup, Fernet Branca";4378.0
"King's Bouquet '37";" Gordon's Gin, Dubonnet, Forbidden Fruit, L.B.W. or lemon wheel or water, Crème Yvette or cherry or orange wheel";4379.0
"King Edward";" gin, Grand Marnier, liqueur or rum, Swedish Punch/Punsch or Cederlund's Caloric Punch";4380.0
"King's Jubilee";" rum, maraschino liqueur, lemon juice";4381.0
"Knickerbocker Special";" rum, pineapple slice, orange juice, lemon juice, raspberry syrup, Curaçao";4382.0
"Knock Knock";" Grand Marnier, rum, gin, brandy, Angostura bitters";4383.0
"K.O.";" gin, Jamaican rum, dry vermouth";4384.0
"K.T.";" tonic, London dry gin, orange bitters";4385.0
"Ladies'";" Angostura bitters, anisette, absinthe";4386.0
"Lady Doreen";" London dry gin, orange juice, maraschino liqueur";4387.0
"Lavender Lady";" gin, Cointreau, Calvados, Crème Yvette, lemon juice";4388.0
"L'avenir";" apple slice or syrup, raspberry syrup, groseille syrup, egg";4389.0
"Leonora";" gin, raspberry syrup, orange juice";4390.0
"Leonardo";" sweet vermouth, brandy, lemon juice, Benedictine, Angostura bitters";4391.0
"Leo's Special";" sweet vermouth, apricot flavored brandy, orange bitters";4392.0
"Le Canadien";" orange juice, gin, Cointreau, grenadine";4393.0
"Leg Before Wicket";" gin, Dubonnet, lime juice, Campari";4394.0
"Le Givre";" lemon juice, Cointreau, London dry gin, grenadine, Jamaican rum";4395.0
"Lenna";" Champagne, vodka, grenadine";4396.0
"Liberty";" applejack, rum, syrup";4397.0
"Life Blood Warmer";" gin, Cointreau, orange juice, L.B.W.";4398.0
"Lilac Domino";" gin, Calvados, lemon wheel, Crème Yvette, Yellow Chartreuse";4399.0
"Linstead";" pineapple juice, whisky";4400.0
"Lion's Tail";" Bourbon, lime juice, pimento dram, gomme syrup, Angostura bitters";4401.0
"Little Audrey";" passion fruit nectar, Tangerinette, gin";4402.0
"Little Devil";" Swedish Punch/Punsch, London dry gin, rum, Cointreau, lemon juice, orange juice";4403.0
"Little Princess";" rum, sweet vermouth";4404.0
"Little Slam";" London dry gin, Swedish Punch/Punsch, rum, lemon juice";4405.0
"Little Tickle";" gin, Crème Yvette, vodka";4406.0
"Load Of Mischief";" Cointreau, dry vermouth, Drambuie, London dry gin, lemon juice";4407.0
"Loch Lomond";" Drambuie, lemon juice, Cointreau";4408.0
"London";" London dry gin, absinthe, gomme syrup, orange bitters";4409.0
"London Pride";" gin, passion fruit nectar, Crème Yvette";4410.0
"Lone Tree";" sweet vermouth, dry vermouth, London dry gin, Cointreau or bitters";4411.0
"Lord Suffolk";" London dry gin, maraschino liqueur, Cointreau, sweet vermouth";4412.0
"Los Angeles";" whisky, lemon juice, egg, sweet vermouth";4413.0
"Lotus Blossom";" Cordial Medoc, London dry gin, orange juice, dry vermouth";4414.0
"Louisiana Fizz";" gin, sugar, lemon juice, egg white, cream";4415.0
"Lover's Knot";" passion fruit nectar, rum, gin";4416.0
"Lulu's Favourite";" Cointreau, orange juice, lemon juice";4417.0
"Lynden";" fruit garnish or fresh grape, London dry gin, Tangerinette";4418.0
"Macaroni";" absinthe, sweet vermouth";4419.0
"Mady";" London dry gin, crème de cacao, lemon juice";4420.0
"Magic Truce";" Bourbon, Drambuie, dry vermouth, lemon juice, orange juice";4421.0
"Maiden's Blush";" London dry gin, lemon juice, absinthe, raspberry syrup";4422.0
"Mainbrace";" fresh grape, gin, Cointreau";4423.0
"McGlashan";" Irish whiskey, cocktail Sherry, lime juice, Angostura bitters";4424.0
"Manhattan, Dry";" Bourbon or rye whiskey, dry vermouth";4425.0
"Manhattan, Medium";" sweet vermouth, dry vermouth, Bourbon or rye whiskey";4426.0
"Manhattan, Sweet";" Bourbon or rye whiskey, sweet vermouth";4427.0
"Marconi";" Calvados, sweet vermouth";4428.0
"Margaret Rose";" Calvados, gin, lemon juice, Cointreau, grenadine";4429.0
"Marie";" London dry gin, dry vermouth or Noilly Prat, Cointreau";4430.0
"Marigold";" Calvados, dry vermouth, apple gin, Pash";4431.0
"Marion No. 1";" dry vermouth, Grand Marnier, brandy, Khoosh bitters";4432.0
"Marion's Appetizer";" sloe gin, Grand Marnier, brandy, orange juice, lemon juice";4433.0
"Martini Dry (original Recipe)";" gin, sweet vermouth";4434.0
"Martini, Medium";" London dry gin, sweet vermouth, dry vermouth";4435.0
"Martini, Sweet";" gin, sweet vermouth";4436.0
"Martinican";" sweet vermouth, rum, Aperitif Rossi";4437.0
"Mary Pickford";" pineapple juice, rum, grenadine, maraschino liqueur";4438.0
"Matador";" Tequila, dry vermouth, Curaçao";4439.0
"Maureen";" whisky, London dry gin, Van der Hum, dry vermouth";4440.0
"Mauvais Pas";" kummel, brandy, whisky";4441.0
"Melba";" Swedish Punch/Punsch, rum, lemon wheel or lime wheel, absinthe, grenadine";4442.0
"Melon";" gin, maraschino liqueur, lemon juice";4443.0
"The Melody";" gin, Lillet Blanc, passion fruit nectar, Calvados, Cointreau";4444.0
"Merry Maiden";" gin, dry vermouth, kummel, lemon juice";4445.0
"Metropolitan";" dry vermouth, brandy, Angostura bitters";4446.0
"Metexa";" Lillet Blanc, Swedish Punch/Punsch, Tequila";4447.0
"Metropine";" pineapple juice, rum, crème de banane, Swedish Punch/Punsch";4448.0
"Mexican Eagle";" Tequila, dry vermouth, Jamaican rum";4449.0
"Mexico";" Tequila, lemon juice or lime wheel";4450.0
"Miami Special";" pineapple juice, London dry gin, dry vermouth, Curaçao";4451.0
"Mickie Walker";" Scotch whisky, sweet vermouth, lemon juice, grenadine";4452.0
"Millionaire";" Jamaican rum, apricot flavored brandy, sloe gin, lime wheel, grenadine";4453.0
"Million Dollar";" gin, sweet vermouth, egg white, grenadine, pineapple juice";4454.0
"Mississippi Mule";" London dry gin, crème de cassis, lemon juice";4455.0
"Misty Morn";" orange-flavored gin, Drambuie, Pash";4456.0
"Modder River";" London dry gin, Caperitif, dry vermouth";4457.0
"Monday Morning";" pineapple juice, Fernet Branca, lime wheel, orange wheel, absinthe";4458.0
"Monk";" gin, Benedictine, lemon juice";4459.0
"Monkey Gland";" London dry gin, orange juice, grenadine, absinthe";4460.0
"Monkey Island";" dry vermouth, London dry gin, gin, Khoosh bitters";4461.0
"Montana";" brandy, dry vermouth, anisette, Angostura bitters, Port";4462.0
"Monte Carlo Imperial";" London dry gin, crème de menthe, lemon juice";4463.0
"M0nseigneur Special";" rum, apricot flavored brandy, grenadine, lemon juice";4464.0
"Montreal";" orange juice, gin, Apry, cream";4465.0
"Moonglow";" Yellow Chartreuse, London dry gin, lime juice or Rose's Lime Juice, dry vermouth";4466.0
"Morning Glory";" brandy, lemon juice, Curaçao, Angostura bitters, absinthe";4467.0
"Mountain";" Canadian Club, sweet vermouth, dry vermouth, lemon juice, egg white";4468.0
"Nahlin";" gin, dry vermouth or Noilly Prat, Forbidden Fruit, apricot flavored brandy";4469.0
"Napoleon";" London dry gin, Dubonnet, Curaçao, Fernet Branca";4470.0
"N.D.C.";" lemon juice, Scotch whisky, Cointreau, London dry gin, sweet vermouth";4471.0
"Negus";" Rhum Negrita or rum, lemon juice, Curaçao, grenadine";4472.0
"Nervo-knox";" Curaçao, vodka, lime juice, lemon juice";4473.0
"New Corpse Reviver";" brandy, apple brandy or Calvados, sweet vermouth";4474.0
"New Fashion";" cocktail Sherry, brandy, Grand Marnier, Angostura bitters";4475.0
"Newton's Special";" brandy, Cointreau, Angostura bitters";4476.0
"New Victoria";" whisky or rye whiskey, passion fruit nectar, Calvados, crème de banane";4477.0
